6480
6
0,0,0,0,0,0,1.55629,324
0,0,0,0,0,1,0.94309,7
0,0,0,0,0,2,1.13277,18
0,0,0,0,0,3,1.34601,19
0,0,0,0,0,4,0.67258,9
0,0,0,0,1,0,0.21892,7
0,0,0,0,1,1,0.22361,19
0,0,0,0,1,2,0.24359,2
0,0,0,0,1,3,0.19004,0
0,0,0,0,1,4,0.20822,7
0,0,0,0,2,0,1.04519,10
0,0,0,0,2,1,0.33014,1
0,0,0,0,2,2,0.32666,1
0,0,0,0,2,3,0.44265,1
0,0,0,0,2,4,0.10272,0
0,0,0,0,3,0,1.08178,5
0,0,0,0,3,1,0.18819,0
0,0,0,0,3,2,0.88483,6
0,0,0,0,3,3,0.10770,0
0,0,0,0,3,4,0.88650,2
0,0,0,0,4,0,1.52833,23
0,0,0,0,4,1,0.58032,1
0,0,0,0,4,2,0.31143,1
0,0,0,0,4,3,0.39905,1
0,0,0,0,4,4,0.57556,2
0,0,0,0,5,0,0.01820,11
0,0,0,0,5,1,0.12512,2
0,0,0,0,5,2,0.10896,36
0,0,0,0,5,3,0.08262,39
0,0,0,0,5,4,0.20678,41
0,0,0,1,0,0,0.67408,7
0,0,0,1,0,1,0.64754,0
0,0,0,1,0,2,0.94632,3
0,0,0,1,0,3,0.09325,0
0,0,0,1,0,4,0.72307,9
0,0,0,1,1,0,0.90086,0
0,0,0,1,1,1,0.88398,0
0,0,0,1,1,2,0.06047,0
0,0,0,1,1,3,0.46805,0
0,0,0,1,1,4,0.94725,0
0,0,0,1,2,0,0.03201,0
0,0,0,1,2,1,0.83648,0
0,0,0,1,2,2,0.50722,0
0,0,0,1,2,3,0.44491,0
0,0,0,1,2,4,0.06298,0
0,0,0,1,3,0,0.54152,0
0,0,0,1,3,1,0.03408,0
0,0,0,1,3,2,0.37872,0
0,0,0,1,3,3,0.96027,0
0,0,0,1,3,4,0.57195,0
0,0,0,1,4,0,0.43893,3
0,0,0,1,4,1,0.33073,0
0,0,0,1,4,2,0.49682,0
0,0,0,1,4,3,0.30390,0
0,0,0,1,4,4,0.68133,0
0,0,0,1,5,0,0.29413,3
0,0,0,1,5,1,0.44876,10
0,0,0,1,5,2,0.44672,0
0,0,0,1,5,3,0.26603,1
0,0,0,1,5,4,0.04355,0
0,0,0,2,0,0,0.56034,2
0,0,0,2,0,1,0.33327,0
0,0,0,2,0,2,0.55645,8
0,0,0,2,0,3,0.52845,1
0,0,0,2,0,4,0.28666,0
0,0,0,2,1,0,0.33790,0
0,0,0,2,1,1,0.28449,0
0,0,0,2,1,2,0.98724,0
0,0,0,2,1,3,0.16896,0
0,0,0,2,1,4,0.21864,1
0,0,0,2,2,0,0.59606,0
0,0,0,2,2,1,0.44025,0
0,0,0,2,2,2,0.40099,0
0,0,0,2,2,3,0.02327,0
0,0,0,2,2,4,0.28677,0
0,0,0,2,3,0,0.81310,1
0,0,0,2,3,1,0.22283,1
0,0,0,2,3,2,0.37680,0
0,0,0,2,3,3,0.14374,0
0,0,0,2,3,4,0.56446,0
0,0,0,2,4,0,0.75968,0
0,0,0,2,4,1,0.79208,6
0,0,0,2,4,2,0.04476,0
0,0,0,2,4,3,0.17436,1
0,0,0,2,4,4,0.35531,0
0,0,0,2,5,0,1.54435,12
0,0,0,2,5,1,0.32192,0
0,0,0,2,5,2,0.45089,0
0,0,0,2,5,3,0.16096,0
0,0,0,2,5,4,0.59630,0
0,0,0,3,0,0,0.51541,0
0,0,0,3,0,1,0.28622,1
0,0,0,3,0,2,0.80745,0
0,0,0,3,0,3,0.83576,6
0,0,0,3,0,4,0.26535,1
0,0,0,3,1,0,0.91688,0
0,0,0,3,1,1,0.29675,0
0,0,0,3,1,2,0.51939,0
0,0,0,3,1,3,0.44369,0
0,0,0,3,1,4,0.13998,0
0,0,0,3,2,0,0.78191,0
0,0,0,3,2,1,0.40817,0
0,0,0,3,2,2,0.98803,0
0,0,0,3,2,3,0.95302,0
0,0,0,3,2,4,0.77859,0
0,0,0,3,3,0,0.73641,0
0,0,0,3,3,1,0.60068,0
0,0,0,3,3,2,0.71147,0
0,0,0,3,3,3,0.14789,0
0,0,0,3,3,4,0.08793,0
0,0,0,3,4,0,0.93065,0
0,0,0,3,4,1,0.86054,0
0,0,0,3,4,2,0.33570,0
0,0,0,3,4,3,0.95559,0
0,0,0,3,4,4,0.37048,0
0,0,0,3,5,0,0.15524,2
0,0,0,3,5,1,0.60440,15
0,0,0,3,5,2,0.54602,0
0,0,0,3,5,3,0.58412,0
0,0,0,3,5,4,0.71747,14
0,0,0,4,0,0,0.57214,3
0,0,0,4,0,1,0.66228,6
0,0,0,4,0,2,0.67441,0
0,0,0,4,0,3,0.58496,0
0,0,0,4,0,4,0.61357,0
0,0,0,4,1,0,0.61947,0
0,0,0,4,1,1,0.87128,0
0,0,0,4,1,2,0.05475,0
0,0,0,4,1,3,0.23117,0
0,0,0,4,1,4,0.69331,0
0,0,0,4,2,0,0.47067,0
0,0,0,4,2,1,0.19346,0
0,0,0,4,2,2,0.76915,0
0,0,0,4,2,3,0.37761,0
0,0,0,4,2,4,0.50878,0
