Epoch	Total Error
1	0.1949510023163549
2	0.1655626790676282
3	0.15363078945241793
4	0.14540589842238938
5	0.1422095972830006
6	0.14088457063337065
7	0.14007262031288856
8	0.13942777185258817
9	0.13882938923539312
10	0.1382182983956937
11	0.13756101086765885
12	0.13683968958477177
13	0.13604964622191854
14	0.1351983942428189
15	0.13430331749106092
16	0.13338745250200532
17	0.13247469920451868
18	0.13158607811209735
19	0.13073777492887992
20	0.12994075967351754
21	0.12920135797080767
22	0.12852220202477677
23	0.12790320337210773
24	0.12734238540572423
25	0.1268365361875555
26	0.1263816988809695
27	0.12597353308901316
28	0.1256075777567159
29	0.12527943879476663
30	0.124984918164513
31	0.12472009710603771
32	0.12448138384914392
33	0.12426553458539645
34	0.12406965510389352
35	0.12389118911280206
36	0.12372789793132806
37	0.12357783505453382
38	0.12343931813738258
39	0.12331090021937054
40	0.1231913414765534
41	0.12307958238991494
42	0.12297471891323214
43	0.12287597998187363
44	0.1227827075123381
45	0.12269433889455965
46	0.12261039187138247
47	0.12253045162784432
48	0.12245415987159852
49	0.12238120566852997
50	0.12231131779808832
51	0.12224425840521264
52	0.12217981774522027
53	0.12211780984103965
54	0.1220580688960447
55	0.12200044632887441
56	0.12194480831787431
57	0.12189103376179
58	0.12183901257979486
59	0.12178864428797015
60	0.12173983680113423
61	0.12169250541864424
62	0.12164657196081115
63	0.12160196402904165
64	0.12155861436808502
65	0.12151646031296985
66	0.12147544330658176
67	0.12143550847652672
68	0.12139660426204776
69	0.12135868208347729
70	0.12132169604803332
71	0.12128560268685869
72	0.12125036071904238
73	0.1212159308390556
74	0.12118227552457506
75	0.12114935886211074
76	0.12111714638821572
77	0.12108560494434929
78	0.12105470254369824
79	0.12102440824847499
80	0.12099469205636396
81	0.12096552479494549
82	0.12093687802302237
83	0.12090872393790542
84	0.12088103528778095
85	0.12085378528836764
86	0.12082694754314016
87	0.12080049596645831
88	0.12077440470898254
89	0.12074864808482574
90	0.12072320049992014
91	0.1206980363811372
92	0.1206731301057308
93	0.12064845593073135
94	0.12062398792196118
95	0.12059969988239999
96	0.12057556527968472
97	0.12055155717260993
98	0.12052764813657349
99	0.12050381018800996
100	0.12048001470798465
101	0.12045623236525652
102	0.1204324330392975
103	0.12040858574395945
104	0.12038465855272475
105	0.12036061852676061
106	0.12033643164733449
107	0.1203120627545224
108	0.12028747549457464
109	0.12026263227878073
110	0.12023749425717958
111	0.12021202131101792
112	0.12018617206838762
113	0.12015990394800392
114	0.12013317323654034
115	0.12010593520527278
116	0.12007814427194713
117	0.12004975421368552
118	0.12002071843630836
119	0.11999099030459587
120	0.11996052353666149
121	0.1199292726636937
122	0.11989719355385219
123	0.11986424399604638
124	0.11983038433584828
125	0.11979557815197645
126	0.11975979295793905
127	0.11972300090980613
128	0.11968517949808581
