Epoch	Total Error
1	0.1936149390555623
2	0.18233980883564346
3	0.17608434687144287
4	0.17252905566917698
5	0.1703910857493505
6	0.1689924193509347
7	0.16798298824965516
8	0.16718405250932056
9	0.16650472135468944
10	0.16589870170625173
11	0.16534219606840883
12	0.16482269337795954
13	0.16433331632463002
14	0.16386998792157476
15	0.1634300223144111
16	0.1630114313711758
17	0.16261258839094717
18	0.16223206810789262
19	0.16186857238599625
20	0.16152089661907124
21	0.16118791480155983
22	0.16086857269356225
23	0.16056188415916425
24	0.16026692850192795
25	0.15998284792001832
26	0.15970884479334868
27	0.1594441787650131
28	0.1591881636711016
29	0.15894016439516911
30	0.15869959371795944
31	0.15846590921844914
32	0.1582386102669116
33	0.15801723513749927
34	0.15780135825742378
35	0.15759058760210398
36	0.1573845622400602
37	0.15718295002743862
38	0.15698544544939602
39	0.15679176760380042
40	0.15660165832158668
41	0.15641488041741378
42	0.15623121606392518
43	0.156050465282771
44	0.15587244454554294
45	0.15569698547790886
46	0.15552393366040726
47	0.15535314751959847
48	0.1551844973035256
49	0.155017864135723
50	0.15485313914230586
51	0.15469022264694965
52	0.15452902342888503
53	0.15436945803929353
54	0.15421145017179844
55	0.1540549300829899
56	0.15389983405920624
57	0.15374610392602917
58	0.15359368659720474
59	0.15344253365990948
60	0.15329260099352027
61	0.15314384841923231
62	0.1529962393780711
63	0.15284974063502035
64	0.15270432200716538
65	0.1525599561139025
66	0.1524166181474161
67	0.15227428566176626
68	0.1521329383790573
69	0.15199255801128064
70	0.15185312809652704
71	0.15171463384838893
72	0.1515770620174435
73	0.15144040076381649
74	0.151304639539897
75	0.15116976898235854
76	0.15103578081271107
77	0.1509026677456535
78	0.15077042340459912
79	0.15063904224374997
80	0.15050851947618984
81	0.15037885100748746
82	0.15025003337435064
83	0.15012206368791176
84	0.14999493958126672
85	0.1498686591609084
86	0.14974322096174697
87	0.14961862390540887
88	0.14949486726156377
89	0.1493719506120253
90	0.14924987381740468
91	0.14912863698612974
92	0.1490082404456144
93	0.1488886847154386
94	0.1487699704823705
95	0.148652098577092
96	0.14853506995250834
97	0.14841888566350855
98	0.1483035468480885
99	0.14818905470972407
100	0.1480754105009166
101	0.14796261550782666
102	0.14785067103591676
103	0.14773957839654298
104	0.14762933889443042
105	0.14751995381597566
106	0.14741142441832927
107	0.1473037519191955
108	0.1471969374873336
109	0.14709098223369377
110	0.14698588720316538
111	0.1468816533668939
112	0.14677828161515583
113	0.14667577275073881
114	0.1465741274828134
115	0.14647334642126478
116	0.14637343007148187
117	0.14627437882954428
118	0.14617619297783277
119	0.14607887268100628
120	0.1459824179823527
121	0.14588682880048542
122	0.14579210492637962
123	0.14569824602071993
124	0.14560525161155982
125	0.14551312109227552
126	0.1454218537197983
127	0.14533144861311742
128	0.14524190475204338
129	0.14515322097621527
130	0.14506539598435159
131	0.14497842833372462
132	0.1448923164398549
133	0.14480705857641712
134	0.14472265287534222
135	0.14463909732712063
136	0.14455638978127494
137	0.1444745279470257
138	0.14439350939411186
139	0.1443133315537804
140	0.14423399171992232
141	0.14415548705036255
142	0.14407781456828017
143	0.14400097116376626
144	0.14392495359550808
145	0.14384975849258638
146	0.14377538235638923
147	0.1437018215626335
148	0.14362907236347955
149	0.1435571308897481
150	0.1434859931532193
151	0.1434156550490149
152	0.14334611235806183
153	0.14327736074961764
154	0.14320939578387398
155	0.14314221291461166
156	0.1430758074919124
157	0.14301017476492575
158	0.14294530988467732
159	0.14288120790691922
160	0.14281786379502084
161	0.142755272422883
162	0.14269342857789005
163	0.1426323269638794
164	0.14257196220412935
165	0.14251232884436782
166	0.14245342135578629
167	0.14239523413807037
168	0.14233776152242375
169	0.1422809977746007
170	0.142224937097937
171	0.1421695736363675
172	0.1421149014774432
173	0.14206091465533188
174	0.14200760715380598
175	0.1419549729092127
176	0.1419030058134226
177	0.1418516997167602
178	0.1418010484309032
179	0.14175104573176242
180	0.14170168536232447
181	0.1416529610354682
182	0.14160486643674924
183	0.14155739522714222
184	0.14151054104575497
185	0.14146429751249737
186	0.14141865823071464
187	0.14137361678977683
188	0.1413291667676253
189	0.14128530173327855
190	0.14124201524928773
191	0.141199300874154
192	0.14115715216468655
193	0.14111556267832587
194	0.14107452597540915
195	0.14103403562138855
196	0.14099408518900414
197	0.140954668260397
198	0.14091577842917946
199	0.14087740930245027
200	0.1408395545027572
201	0.1408022076700107
202	0.14076536246334015
203	0.1407290125629038
204	0.14069315167164265
205	0.14065777351698025
206	0.14062287185247738
207	0.14058844045942223
208	0.14055447314837993
209	0.14052096376068568
210	0.1404879061698857
211	0.14045529428312525
212	0.14042312204248977
213	0.14039138342629265
214	0.14036007245031523
215	0.14032918316898904
216	0.14029870967654137
217	0.14026864610808348
218	0.14023898664065013
219	0.14020972549419844
220	0.1401808569325524
221	0.14015237526430502
222	0.14012427484367315
223	0.1400965500713112
224	0.14006919539507282
225	0.14004220531073933
226	0.14001557436269532
227	0.1399892971445704
228	0.13996336829983336
229	0.1399377825223512
230	0.13991253455690533
231	0.13988761919966994
232	0.1398630312986546
233	0.13983876575410217
234	0.13981481751886232
235	0.13979118159871842
236	0.13976785305268655
237	0.1397448269932787
238	0.13972209858673376
239	0.1396996630532138
240	0.13967751566697295
241	0.13965565175649344
242	0.13963406670459363
243	0.13961275594850545
244	0.13959171497992673
245	0.1395709393450436
246	0.13955042464452921
247	0.1395301665335142
248	0.13951016072153738
249	0.13949040297246662
250	0.13947088910440286
251	0.13945161498955744
252	0.13943257655410718
253	0.13941376977803896
254	0.13939519069495782
255	0.13937683539189244
256	0.13935870000906905
257	0.139340780739678
258	0.13932307382961748
259	0.13930557557722145
260	0.13928828233297466
261	0.13927119049921116
262	0.1392542965297997
263	0.1392375969298106
264	0.1392210882551798
265	0.1392047671123518
266	0.13918863015791472
267	0.1391726740982234
268	0.13915689568901202
269	0.13914129173499756
270	0.13912585908947522
271	0.13911059465390133
272	0.1390954953774694
273	0.139080558256684
274	0.1390657803349192
275	0.13905115870197307
276	0.13903669049361936
277	0.13902237289115243
278	0.1390082031209191
279	0.13899417845386136
280	0.13898029620503616
281	0.13896655373314704
282	0.13895294844006337
283	0.13893947777033794
284	0.13892613921072405
285	0.13891293028968735
286	0.13889984857691995
287	0.13888689168284443
288	0.13887405725812615
