Epoch	Total Error
1	0.17672913631897771
2	0.16270283622041126
3	0.15884151777950015
4	0.15591663420116184
5	0.15355562038831777
6	0.1516200788423711
7	0.15002842341489228
8	0.1487149079460829
9	0.14762254738493316
10	0.14670353689028787
11	0.14591962894412144
12	0.14524134825870139
13	0.14464653573339367
14	0.14411876589948042
15	0.1436459325516898
16	0.14321910145364652
17	0.14283162803590532
18	0.1424784997090059
19	0.14215585515957466
20	0.14186063802641508
21	0.1415903506639472
22	0.1413428816631837
23	0.14111638730868495
24	0.1409092121290445
25	0.1407198374149379
26	0.14054684935121672
27	0.14038892050531848
28	0.14024480002707704
29	0.14011330917371023
30	0.13999333976057454
31	0.13988385390637406
32	0.13978388402823141
33	0.13969253247710434
34	0.13960897051394414
35	0.13953243653624975
36	0.1394622335958357
37	0.13939772632187478
38	0.13933833739560084
39	0.13928354372833648
40	0.13923287248330068
41	0.13918589706175136
42	0.13914223315071036
43	0.13910153490621327
44	0.1390634913247718
45	0.13902782283743945
46	0.13899427814592127
47	0.13896263130843306
48	0.13893267907416645
49	0.13890423845887556
50	0.13887714454976835
51	0.13885124852516004
52	0.13882641587287756
53	0.13880252479081723
54	0.13877946475315378
55	0.13875713522623973
56	0.1387354445190586
57	0.13871430875411195
58	0.13869365094570507
59	0.138673400173726
60	0.13865349084210288
61	0.1386338620121943
62	0.13861445680235168
63	0.1385952218458197
64	0.13857610679999327
65	0.13855706390081404
66	0.13853804755680837
67	0.13851901397789138
68	0.13849992083465162
69	0.13848072694435054
70	0.13846139198034993
71	0.13844187620211862
72	0.13842214020337523
73	0.13840214467630085
74	0.13838185019010685
75	0.13836121698258774
76	0.1383402047636131
77	0.13831877252983618
78	0.1382968783902073
79	0.13827447940221047
80	0.13825153141905175
81	0.1382279889483552
82	0.1382038050232526
83	0.1381789310870775
84	0.13815331689321378
85	0.13812691042195663
86	0.13809965781657332
87	0.13807150334102003
88	0.13804238936203225
89	0.13801225635850065
90	0.13798104296117128
91	0.13794868602574403
92	0.13791512074236723
93	0.13788028078430017
94	0.13784409849813892
95	0.13780650513743017
96	0.13776743114072823
97	0.1377268064541661
98	0.1376845608974202
99	0.1376406245705486
100	0.1375949282976254
101	0.13754740410140165
102	0.13749798570149005
103	0.1374466090268479
104	0.1373932127317775
105	0.13733773870330226
106	0.13728013254683397
107	0.13722034403653507
108	0.13715832751685772
109	0.13709404224246377
110	0.1370274526450997
111	0.13695852851805146
112	0.13688724511143116
113	0.13681358313466446
114	0.13673752866597133
115	0.13665907297222563
116	0.13657821224605332
117	0.13649494727027706
118	0.13640928302255773
119	0.1363212282352327
120	0.1362307949267625
121	0.1361379979218314
122	0.13604285437699884
123	0.13594538332793885
124	0.13584560527278652
125	0.13574354180411347
126	0.1356392152996859
127	0.13553264867956627
128	0.1354238652344734
129	0.13531288852769516
130	0.13519974237040325
131	0.1350844508679798
132	0.13496703853302214
133	0.13484753045905373
134	0.13472595254764005
135	0.13460233178060027
136	0.1344766965282995
137	0.1343490768845409
138	0.13421950501839544
139	0.13408801553330954
140	0.1339546458240351
141	0.133819436422285
142	0.13368243132253912
143	0.1335436782800287
144	0.13340322907368724
145	0.13326113972766487
146	0.1331174706859117
147	0.13297228693531699
148	0.13282565807389674
149	0.132677658321607
150	0.13252836647243635
151	0.13237786578753505
152	0.13222624383022585
153	0.13207359224480394
154	0.1319200064820512
155	0.13176558547531858
156	0.13161043127190888
157	0.13145464862521752
158	0.1312983445537254
159	0.1311416278734115
160	0.13098460871049136
161	0.1308273980015578
162	0.13067010698822257
163	0.13051284671321134
164	0.13035572752459043
165	0.1301988585943671
166	0.13004234745718068
167	0.1298862995741546
168	0.12973081792626673
169	0.1295760026408284
170	0.12942195065387258
171	0.1292687554104425
172	0.12911650660399795
173	0.12896528995540874
174	0.12881518703131462
175	0.12866627510100626
176	0.12851862703044578
177	0.12837231121157303
178	0.12822739152468224
179	0.12808392733136234
180	0.1279419734952991
181	0.12780158042810819
182	0.12766279415732906
183	0.12752565641371813
184	0.1273902047350509
185	0.12725647258376263
186	0.1271244894759082
187	0.12699428111909597
188	0.12686586955725662
189	0.12673927332031718
190	0.12661450757705506
191	0.12649158428963478
192	0.1263705123685197
193	0.12625129782666378
194	0.126133943932057
195	0.1260184513578764
196	0.1259048183296414
197	0.12579304076890516
198	0.12568311243313612
199	0.12557502505153675
200	0.1254687684566352
201	0.1253643307115545
202	0.12526169823291622
203	0.12516085590938045
204	0.1250617872158556
205	0.12496447432343562
206	0.12486889820513487
207	0.1247750387375041
208	0.12468287479820923
209	0.12459238435966373
210	0.12450354457879473
211	0.12441633188302341
212	0.12433072205253749
213	0.12424669029892463
214	0.12416421134023553
215	0.12408325947253415
216	0.12400380863800253
217	0.12392583248964915
218	0.12384930445268355
219	0.12377419778261012
220	0.12370048562009957
221	0.123628141042698
222	0.12355713711343543
223	0.12348744692639628
224	0.12341904364932767
225	0.1233519005633471
226	0.12328599109983863
227	0.12322128887460781
228	0.12315776771938658
229	0.12309540171077174
230	0.12303416519668954
231	0.1229740328204818
232	0.12291497954270593
233	0.12285698066074838
234	0.12280001182635253
235	0.12274404906115612
236	0.1226890687703425
237	0.12263504775449972
238	0.12258196321979471
239	0.12252979278655154
240	0.1224785144963331
241	0.12242810681762166
242	0.12237854865018784
243	0.12232981932823807
244	0.12228189862242729
245	0.12223476674081755
246	0.12218840432886847
247	0.12214279246853091
248	0.122097912676519
249	0.12205374690183532
250	0.12201027752260835
251	0.12196748734231382
252	0.12192535958543324
253	0.12188387789261249
254	0.12184302631536738
255	0.12180278931039527
256	0.1217631517335303
257	0.12172409883339394
258	0.12168561624477814
259	0.12164768998180185
260	0.12161030643087248
261	0.12157345234349427
262	0.12153711482894126
263	0.12150128134683535
264	0.1214659396996492
265	0.12143107802515889
266	0.12139668478886692
267	0.12136274877642067
268	0.1213292590860379
269	0.12129620512096029
270	0.12126357658194838
271	0.12123136345983158
272	0.12119955602812559
273	0.12116814483572858
274	0.12113712069970262
275	0.12110647469815382
276	0.12107619816321565
277	0.1210462826741405
278	0.12101672005050979
279	0.12098750234556199
280	0.12095862183964709
281	0.12093007103380728
282	0.12090184264349009
283	0.12087392959239224
284	0.12084632500644026
285	0.12081902220790285
286	0.12079201470964282
287	0.12076529620950391
288	0.12073886058483281
289	0.12071270188713844
290	0.12068681433688587
291	0.12066119231842277
292	0.12063583037504141
293	0.12061072320416812
294	0.12058586565268754
295	0.12056125271238952
296	0.120536879515545
297	0.12051274133060562
298	0.12048883355802427
299	0.12046515172619486
300	0.12044169148751042
301	0.12041844861453702
302	0.12039541899629545
303	0.12037259863465814
304	0.12034998364085002
305	0.12032757023205734
306	0.12030535472813496
307	0.1202833335484166
308	0.1202615032086222
309	0.12023986031785838
310	0.12021840157571342
311	0.12019712376943999
312	0.12017602377122728
313	0.1201550985355574
314	0.12013434509664482
315	0.12011376056595464
316	0.12009334212980224
317	0.1200730870470253
318	0.12005299264673075
319	0.12003305632611336
320	0.1200132755483449
321	0.11999364784052659
322	0.11997417079171138
323	0.11995484205098682
324	0.11993565932561849
325	0.11991662037925509
326	0.11989772303019068
327	0.11987896514967959
328	0.11986034466030913
329	0.11984185953442347
330	0.11982350779259682
331	0.11980528750215692
332	0.11978719677575524
333	0.11976923376998336
334	0.11975139668403476
335	0.11973368375840795
336	0.11971609327365271
337	0.11969862354915511
338	0.119681272941963
339	0.11966403984564879
340	0.11964692268920787
341	0.11962991993599388
342	0.11961303008268638
343	0.11959625165829367
344	0.11957958322318474
345	0.11956302336815514
346	0.11954657071352152
347	0.11953022390824415
348	0.11951398162907866
349	0.11949784257975445
350	0.11948180549018049
351	0.11946586911567347
352	0.11945003223621309
353	0.11943429365572106
354	0.11941865220136189
355	0.11940310672286578
356	0.11938765609187359
357	0.11937229920130334
358	0.11935703496473511
359	0.11934186231581613
360	0.1193267802076858
361	0.11931178761241654
362	0.1192968835204741
363	0.11928206694019554
